repo_name;url;stars;forks;commits;contributors;open_issues;creation_date;last_push_date;license;language;has_license_file;Validacao_Tecnica;Evidencias;Tipo_Evidencia
Guillembonet/single-spa-parcel-example;https://github.com/Guillembonet/single-spa-parcel-example;62;29;34;4;41;2019-11-15T12:35:16+00:00;2022-12-14T01:37:40+00:00;MIT License;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
KosyoK1104/vue-microfrontends;https://github.com/KosyoK1104/vue-microfrontends;0;0;13;2;0;2024-04-10T14:53:42+00:00;2024-04-18T15:52:02+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
VuThanhThien/micro-frontend;https://github.com/VuThanhThien/micro-frontend;1;1;15;2;2;2025-04-06T08:21:16+00:00;2025-04-13T08:46:21+00:00;;HTML;False;REJEITAR (Sem Evidência);;Nenhuma
awslabs/frontend-discovery-service;https://github.com/awslabs/frontend-discovery-service;167;13;89;7;3;2023-02-28T09:08:29+00:00;2024-08-30T10:55:07+00:00;Apache License 2.0;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
moderepo/bizstack-console-plugin-samples;https://github.com/moderepo/bizstack-console-plugin-samples;1;1;78;7;1;2024-06-14T00:43:37+00:00;2025-12-02T19:36:08+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
worldluoji/front-end;https://github.com/worldluoji/front-end;3;1;1948;1;0;2021-01-30T07:00:30+00:00;2025-12-02T08:12:45+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Michal-Radomski/JS_Libraries_Courses;https://github.com/Michal-Radomski/JS_Libraries_Courses;0;0;661;1;0;2023-06-27T20:56:18+00:00;2025-07-09T23:39:24+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
vovkvlad/webpack-module-fedaration-sandbox;https://github.com/vovkvlad/webpack-module-fedaration-sandbox;8;4;51;4;0;2021-02-09T16:02:22+00:00;2022-02-02T19:47:10+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
ilkkamtk/micro-fe-lab-25;https://github.com/ilkkamtk/micro-fe-lab-25;0;0;13;1;0;2025-09-19T06:48:33+00:00;2025-09-19T08:56:56+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
chanwoong528/micro-frontend-demo-with-router;https://github.com/chanwoong528/micro-frontend-demo-with-router;0;0;16;2;0;2025-05-23T02:31:15+00:00;2025-05-25T23:24:46+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
cairnsgames/IssueBoard;https://github.com/cairnsgames/IssueBoard;1;0;23;1;0;2024-02-09T10:21:59+00:00;2024-11-27T13:55:18+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
SONA0007/Intern-iauro;https://github.com/SONA0007/Intern-iauro;0;0;53;2;0;2025-02-04T09:15:05+00:00;2025-04-01T17:59:45+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
EDDI-RobotAcademy/KDT-AI-1-LectureNotes;https://github.com/EDDI-RobotAcademy/KDT-AI-1-LectureNotes;12;22;5687;29;8;2023-03-20T02:23:24+00:00;2023-08-04T08:42:11+00:00;MIT License;Java;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
kjk7034/udemy-webpack-5-ninja;https://github.com/kjk7034/udemy-webpack-5-ninja;1;1;13;2;0;2023-12-16T02:19:53+00:00;2023-12-29T00:19:47+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
QxQstar/single-spa-vue;https://github.com/QxQstar/single-spa-vue;52;21;83;1;41;2019-10-09T02:01:11+00:00;2023-01-05T14:00:28+00:00;MIT License;Vue;True;REJEITAR (Sem Evidência);;Nenhuma
IBM/application-modernization-javaee-quarkus;https://github.com/IBM/application-modernization-javaee-quarkus;122;77;322;5;6;2020-11-23T16:17:17+00:00;2025-09-17T22:02:12+00:00;Apache License 2.0;Java;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Kvel12/MicroFrontend-DS3;https://github.com/Kvel12/MicroFrontend-DS3;1;0;21;7;0;2024-11-29T23:58:12+00:00;2024-12-01T23:46:33+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
andrewgryan/playground;https://github.com/andrewgryan/playground;0;0;241;1;8;2021-10-19T17:56:08+00:00;2024-02-18T21:43:14+00:00;"BSD 3-Clause ""New"" or ""Revised"" License";Rust;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
module-federation/aegis-scaffold;https://github.com/module-federation/aegis-scaffold;1;0;73;1;1;2022-12-08T06:03:18+00:00;2023-12-15T02:50:42+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
yiminghe/single-spa-mf;https://github.com/yiminghe/single-spa-mf;16;0;64;1;0;2021-12-21T11:10:05+00:00;2023-08-30T09:23:03+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
Hydrospheredata/hydro-profiler;https://github.com/Hydrospheredata/hydro-profiler;0;0;109;9;1;2021-10-21T13:11:29+00:00;2022-01-25T08:16:40+00:00;Apache License 2.0;Python;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tbysctt/vite-mfe-demo;https://github.com/tbysctt/vite-mfe-demo;1;0;22;1;0;2023-12-25T04:38:22+00:00;2024-12-23T03:59:13+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CesarChaMal/single-spa-demo;https://github.com/CesarChaMal/single-spa-demo;0;0;17;1;0;2025-08-27T18:10:30+00:00;2025-08-31T23:37:25+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
iarcecas/Repo4DevOpsProject;https://github.com/iarcecas/Repo4DevOpsProject;0;0;91;2;2;2025-04-09T14:02:39+00:00;2025-04-14T02:46:04+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
labcabrera/rmu-mfe-npcs;https://github.com/labcabrera/rmu-mfe-npcs;0;0;21;1;0;2024-09-13T10:27:46+00:00;2025-09-29T10:41:20+00:00;GNU General Public License v3.0;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
zurichat/zc_plugin_deadlines;https://github.com/zurichat/zc_plugin_deadlines;13;62;1118;48;22;2021-08-26T19:15:49+00:00;2025-09-03T09:38:20+00:00;"BSD 3-Clause ""New"" or ""Revised"" License";JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
CBSE-summer2024/team7;https://github.com/CBSE-summer2024/team7;0;0;53;5;0;2024-08-18T05:55:22+00:00;2024-08-31T21:08:41+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
ameksike/demo.integration;https://github.com/ameksike/demo.integration;0;0;41;2;0;2023-12-20T08:29:32+00:00;2024-06-09T20:56:00+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CosmeValera/ReactProjects;https://github.com/CosmeValera/ReactProjects;2;0;758;4;0;2022-12-09T10:50:50+00:00;2025-11-14T13:35:41+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
silverbirder/trial-web-architecture;https://github.com/silverbirder/trial-web-architecture;0;0;104;2;104;2020-03-15T22:01:06+00:00;2023-12-15T05:38:13+00:00;MIT License;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Luciano0322/micro_fes;https://github.com/Luciano0322/micro_fes;3;0;40;2;0;2022-06-21T03:38:11+00:00;2024-10-07T07:50:42+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
czprz/angular-micro-frontend;https://github.com/czprz/angular-micro-frontend;1;0;165;2;7;2022-10-05T20:16:18+00:00;2025-11-26T23:31:53+00:00;The Unlicense;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
naughtLdy/sandbox-module-federation;https://github.com/naughtLdy/sandbox-module-federation;1;0;28;1;1;2023-08-23T10:32:56+00:00;2024-05-09T08:41:44+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
serifcolakel/mf-template;https://github.com/serifcolakel/mf-template;1;3;22;2;0;2023-07-30T13:17:38+00:00;2023-08-19T12:44:44+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Sunny-117/MicroFE;https://github.com/Sunny-117/MicroFE;3;0;44;2;0;2023-03-03T15:00:18+00:00;2025-03-17T03:21:19+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
YataoZhang/my-single-spa;https://github.com/YataoZhang/my-single-spa;501;125;14;2;11;2019-10-21T07:36:19+00:00;2023-01-04T23:06:55+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
smonier/exportContentToCsv;https://github.com/smonier/exportContentToCsv;0;0;76;1;1;2024-11-21T17:13:29+00:00;2025-11-26T10:03:28+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
mmacchao/mmacchao.github.io;https://github.com/mmacchao/mmacchao.github.io;1;1;95;3;0;2016-12-02T06:56:11+00:00;2025-10-10T05:22:28+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
www-wanglong/web;https://github.com/www-wanglong/web;0;0;203;1;233;2019-08-03T02:32:49+00:00;2024-11-22T03:45:40+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
patelvimal/ngx-single-spa-pwa;https://github.com/patelvimal/ngx-single-spa-pwa;1;0;38;1;0;2021-06-10T17:43:29+00:00;2021-06-16T17:23:31+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
joonas175/micro-frontend-low-code-platform;https://github.com/joonas175/micro-frontend-low-code-platform;0;0;150;1;0;2024-04-11T09:14:15+00:00;2024-11-24T18:27:27+00:00;GNU General Public License v3.0;TeX;True;REJEITAR (Sem Evidência);;Nenhuma
single-spa/single-spa-inspector;https://github.com/single-spa/single-spa-inspector;79;20;139;9;6;2019-01-25T18:23:01+00:00;2025-06-19T20:26:21+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
Daniumy/react-microfrontend-practice;https://github.com/Daniumy/react-microfrontend-practice;0;0;20;1;0;2023-07-10T23:31:47+00:00;2023-08-06T21:23:13+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
fernandormoraes/the-bob-project;https://github.com/fernandormoraes/the-bob-project;2;1;46;4;0;2024-04-25T00:30:27+00:00;2025-12-03T00:03:01+00:00;MIT License;Dart;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tanben/reactweb-microfrontend;https://github.com/tanben/reactweb-microfrontend;2;0;14;1;0;2023-06-09T20:34:18+00:00;2024-05-13T23:12:38+00:00;Apache License 2.0;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
KiranMantha/mfe-templates;https://github.com/KiranMantha/mfe-templates;0;0;24;1;0;2025-02-03T14:00:34+00:00;2025-02-07T06:29:46+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
AhmetOsmn/micro-frontend-vite;https://github.com/AhmetOsmn/micro-frontend-vite;0;0;11;1;0;2024-10-08T06:33:19+00:00;2024-10-16T14:19:33+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
FrontEndRookie/front-learning;https://github.com/FrontEndRookie/front-learning;0;0;18;2;0;2023-06-19T02:33:45+00:00;2025-06-11T04:15:02+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
adamtry/assessment-person-frontend;https://github.com/adamtry/assessment-person-frontend;1;0;31;1;0;2023-11-21T15:21:10+00:00;2023-11-21T22:30:21+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
explorerNW/monorepo-project-react;https://github.com/explorerNW/monorepo-project-react;0;0;22;1;0;2024-12-17T09:01:42+00:00;2025-04-27T16:13:00+00:00;MIT License;HTML;True;REJEITAR (Sem Evidência);;Nenhuma
glautervl/start-wars-app;https://github.com/glautervl/start-wars-app;0;0;15;1;0;2021-06-16T21:26:24+00:00;2021-06-16T20:26:49+00:00;;;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CBSE-summer2024/team9;https://github.com/CBSE-summer2024/team9;0;1;32;4;0;2024-08-18T05:56:03+00:00;2024-08-31T21:05:15+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
rcapeto/mfe;https://github.com/rcapeto/mfe;0;0;47;2;0;2024-07-27T14:28:53+00:00;2025-02-12T16:18:32+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
phong-pham-thanh/Thesis-Retail;https://github.com/phong-pham-thanh/Thesis-Retail;0;0;307;5;0;2024-03-17T14:09:18+00:00;2024-12-24T11:58:53+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CalinaCristian/single-spa-experiments;https://github.com/CalinaCristian/single-spa-experiments;1;0;12;1;0;2024-02-24T04:20:42+00:00;2024-08-15T00:00:18+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
ahmad-fajar/demo-micro-fe;https://github.com/ahmad-fajar/demo-micro-fe;13;8;17;3;66;2019-09-24T15:49:09+00:00;2023-01-04T11:18:04+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
suqingyao/learn-vite;https://github.com/suqingyao/learn-vite;0;0;15;1;0;2023-08-18T05:48:20+00:00;2023-12-22T06:40:05+00:00;;HTML;False;REJEITAR (Sem Evidência);;Nenhuma
sh-veum/microfrontend-test;https://github.com/sh-veum/microfrontend-test;0;0;28;1;0;2024-06-28T14:52:34+00:00;2024-07-04T06:09:14+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Streamings-Team2/mfe-st-host;https://github.com/Streamings-Team2/mfe-st-host;0;0;50;7;0;2024-11-07T15:30:37+00:00;2025-02-06T18:32:09+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
alfredlucero/jsallthefrontends;https://github.com/alfredlucero/jsallthefrontends;1;0;76;1;9;2020-10-06T06:32:00+00:00;2022-12-05T19:51:56+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
nwnichols02/PWA-Games;https://github.com/nwnichols02/PWA-Games;0;0;18;2;0;2023-11-16T03:10:46+00:00;2024-04-22T12:50:00+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tieppt/micro-frontends-demo;https://github.com/tieppt/micro-frontends-demo;31;19;11;2;0;2020-10-20T11:10:23+00:00;2022-09-23T18:41:08+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
aws-samples/talk-dev-to-me-twitch;https://github.com/aws-samples/talk-dev-to-me-twitch;178;76;8030;14;50;2021-07-28T10:22:15+00:00;2025-11-27T07:09:17+00:00;MIT No Attribution;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Prajwal-Mogaveera/Music-hub;https://github.com/Prajwal-Mogaveera/Music-hub;0;0;13;1;0;2025-05-18T06:20:30+00:00;2025-05-21T04:33:40+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
petereijgermans11/microfrontends-in-action;https://github.com/petereijgermans11/microfrontends-in-action;7;0;25;1;0;2023-01-13T13:45:20+00:00;2023-11-11T16:12:28+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
governmentbg/DigitalSofia;https://github.com/governmentbg/DigitalSofia;0;2;22;7;1;2023-11-14T09:26:47+00:00;2025-02-07T09:13:46+00:00;GNU Affero General Public License v3.0;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
React-Ts-Apps/shopping-cart;https://github.com/React-Ts-Apps/shopping-cart;0;1;215;1;5;2025-05-21T09:42:50+00:00;2025-11-06T21:58:53+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
kasimkazmi/ecommerce-microfrontends;https://github.com/kasimkazmi/ecommerce-microfrontends;0;0;14;3;0;2025-06-03T21:57:05+00:00;2025-10-02T22:41:32+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
vijaydeepak-tt/micro-frontend-ui;https://github.com/vijaydeepak-tt/micro-frontend-ui;0;0;15;2;0;2023-02-22T16:06:22+00:00;2024-06-27T15:27:49+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
iqbalyudiar/Micro-Frontend-App;https://github.com/iqbalyudiar/Micro-Frontend-App;0;0;15;1;0;2024-04-01T22:23:54+00:00;2024-04-02T00:49:05+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
bcgov/nr-epd-digital-services;https://github.com/bcgov/nr-epd-digital-services;5;2;2584;14;154;2022-09-14T21:00:26+00:00;2025-12-03T17:33:45+00:00;Apache License 2.0;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
hanjia2014/single-spa-demo;https://github.com/hanjia2014/single-spa-demo;0;0;39;2;0;2023-06-07T23:11:56+00:00;2023-12-18T22:10:21+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tanyaarora2308/Microfrontends-with-Nested-Routing;https://github.com/tanyaarora2308/Microfrontends-with-Nested-Routing;0;0;19;2;0;2022-07-07T19:04:44+00:00;2022-07-08T11:58:13+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Agi-Learning/Webpack;https://github.com/Agi-Learning/Webpack;0;0;35;1;0;2024-03-27T17:12:13+00:00;2024-09-14T05:34:59+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
RocketCommunicationsInc/grm-equipment-react-ts;https://github.com/RocketCommunicationsInc/grm-equipment-react-ts;0;0;248;6;3;2023-08-02T16:42:54+00:00;2024-11-14T16:59:14+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
florinatanasoaei155/mf-pkce-demo;https://github.com/florinatanasoaei155/mf-pkce-demo;0;0;21;2;0;2025-02-10T08:28:49+00:00;2025-04-04T15:19:54+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
dmike16/study-notes;https://github.com/dmike16/study-notes;0;0;208;4;2;2017-05-07T16:53:42+00:00;2025-04-03T20:19:43+00:00;MIT License;Makefile;True;REJEITAR (Sem Evidência);;Nenhuma
pingcap/tidb-dashboard;https://github.com/pingcap/tidb-dashboard;196;147;1344;73;150;2019-12-30T04:24:19+00:00;2025-11-27T08:03:33+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Yenreh/MicroFrontendsLab;https://github.com/Yenreh/MicroFrontendsLab;0;0;27;3;0;2024-12-01T02:22:07+00:00;2024-12-01T08:12:45+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
mahabur-rahman/Micro_Frontend;https://github.com/mahabur-rahman/Micro_Frontend;0;0;23;1;0;2024-11-10T09:32:33+00:00;2024-11-23T11:12:18+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
sayjeyhi/rainingT;https://github.com/sayjeyhi/rainingT;3;1;52;2;0;2022-10-24T05:13:38+00:00;2023-02-18T22:59:44+00:00;;Jupyter Notebook;False;REJEITAR (Sem Evidência);;Nenhuma
Grewer/notes;https://github.com/Grewer/notes;8;1;656;2;0;2021-06-01T15:16:08+00:00;2025-07-20T18:46:34+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
filoxo/microservices-poc;https://github.com/filoxo/microservices-poc;0;1;147;2;71;2019-06-20T20:54:07+00:00;2023-01-04T00:50:51+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
sarahshields77/Group9COMP308Project;https://github.com/sarahshields77/Group9COMP308Project;0;1;67;5;0;2025-03-16T00:20:42+00:00;2025-04-14T21:34:29+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
softwareliberationarmy/minesweeper-ts-tdd-2;https://github.com/softwareliberationarmy/minesweeper-ts-tdd-2;0;0;28;2;0;2024-08-05T02:01:55+00:00;2024-10-06T22:04:58+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
fenggaoyao/studynote;https://github.com/fenggaoyao/studynote;2;0;147;3;1;2020-04-17T03:15:05+00:00;2022-12-08T16:03:15+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
dashotv/arcane;https://github.com/dashotv/arcane;0;0;14;1;0;2024-05-28T04:51:37+00:00;2024-06-18T04:20:05+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mojaloop/reporting-hub-bop-settlements-ui;https://github.com/mojaloop/reporting-hub-bop-settlements-ui;0;4;55;9;42;2021-11-03T07:34:22+00:00;2025-11-30T22:41:28+00:00;Other;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
smonier/store-locator;https://github.com/smonier/store-locator;0;0;38;1;0;2025-04-04T13:48:26+00:00;2025-05-26T11:58:33+00:00;;Java;False;REJEITAR (Sem Evidência);;Nenhuma
jotaesteves/react-vite-microfrontend;https://github.com/jotaesteves/react-vite-microfrontend;0;0;11;1;0;2025-08-04T15:27:54+00:00;2025-08-07T14:38:48+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
gauravb2503/VUE-MICRO-FES;https://github.com/gauravb2503/VUE-MICRO-FES;0;0;17;1;0;2024-01-19T05:03:14+00:00;2024-02-05T12:05:29+00:00;;Vue;False;REJEITAR (Sem Evidência);;Nenhuma
AkashSDas/coding-sessions;https://github.com/AkashSDas/coding-sessions;0;0;36;1;0;2024-05-17T16:41:09+00:00;2024-08-09T04:15:11+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
chempkovsky/CS82ANGULAR;https://github.com/chempkovsky/CS82ANGULAR;0;0;420;2;0;2022-02-01T15:13:55+00:00;2025-06-22T14:23:29+00:00;;C#;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
canboat/visual-analyzer;https://github.com/canboat/visual-analyzer;2;2;196;1;10;2025-07-30T17:55:09+00:00;2025-10-29T15:44:58+00:00;Apache License 2.0;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
mbwatson/helx-search;https://github.com/mbwatson/helx-search;0;0;12;1;0;2021-07-30T13:57:00+00:00;2021-08-01T15:43:03+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
cyb3rb34s7/somethingRandom;https://github.com/cyb3rb34s7/somethingRandom;0;1;280;1;0;2024-07-15T19:24:31+00:00;2025-12-03T10:50:35+00:00;;Python;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
lamp-log/techx-micro-front-end;https://github.com/lamp-log/techx-micro-front-end;0;0;24;1;0;2025-06-02T08:25:14+00:00;2025-06-04T09:15:09+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
Jahia/app-shell;https://github.com/Jahia/app-shell;5;2;480;28;19;2019-01-23T09:56:42+00:00;2025-11-06T18:28:23+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
bera96/ecommerce-microfrontend;https://github.com/bera96/ecommerce-microfrontend;0;0;31;1;0;2024-10-26T00:14:02+00:00;2024-11-05T19:06:21+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
nightmare727/superset;https://github.com/nightmare727/superset;0;0;17713;1379;99;2025-09-28T05:27:14+00:00;2025-12-01T04:04:02+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
TarasMoskovych/microfrontends;https://github.com/TarasMoskovych/microfrontends;0;0;80;1;0;2022-06-06T14:05:46+00:00;2022-08-02T12:44:18+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
andrew-cmdltt/primevue-4-vite-issue-template-mf;https://github.com/andrew-cmdltt/primevue-4-vite-issue-template-mf;0;0;10;2;0;2024-09-22T13:57:14+00:00;2024-09-22T17:14:01+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
pedroalvesr/microfrontend-single-spa;https://github.com/pedroalvesr/microfrontend-single-spa;0;0;10;1;56;2019-09-26T20:46:06+00:00;2023-01-07T10:12:29+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
tetolivaress/microfrontend;https://github.com/tetolivaress/microfrontend;0;0;23;1;0;2025-08-30T17:02:07+00:00;2025-08-30T23:41:35+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
Luiz-Fellipe/rick-and-morty-project;https://github.com/Luiz-Fellipe/rick-and-morty-project;1;0;29;1;0;2022-09-20T14:32:09+00:00;2022-10-11T18:02:32+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
szy0syz/microfrontends-with-react;https://github.com/szy0syz/microfrontends-with-react;0;0;45;1;0;2021-02-18T07:03:57+00:00;2021-09-22T16:51:38+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
bas0N/engineering-project;https://github.com/bas0N/engineering-project;0;0;306;3;0;2024-07-07T09:37:27+00:00;2025-02-21T11:53:31+00:00;;Java;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
suryatmodulus/harness-core-ui;https://github.com/suryatmodulus/harness-core-ui;0;46;6250;86;0;2022-01-20T08:14:56+00:00;2022-01-20T07:52:09+00:00;Other;;True;REJEITAR (Sem Evidência);;Nenhuma
Vrbko/IT_Arhitekture;https://github.com/Vrbko/IT_Arhitekture;0;0;56;1;0;2025-03-10T10:41:05+00:00;2025-05-26T08:37:50+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
alexUXUI/Comparing-Federation-Implementations;https://github.com/alexUXUI/Comparing-Federation-Implementations;0;0;38;1;0;2025-03-03T15:15:53+00:00;2025-03-03T19:37:54+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
siner308/micro-frontend;https://github.com/siner308/micro-frontend;7;0;19;2;1;2023-07-01T06:43:04+00:00;2024-02-29T20:23:53+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
chavarahul/music-website;https://github.com/chavarahul/music-website;0;0;32;1;0;2025-06-19T16:43:35+00:00;2025-06-23T12:15:54+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
gulnarhasanzada/linkedin_clone;https://github.com/gulnarhasanzada/linkedin_clone;0;0;15;3;0;2025-05-17T17:17:16+00:00;2025-07-16T02:04:05+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
335forever/baitaplon_congngheweb;https://github.com/335forever/baitaplon_congngheweb;0;0;187;4;0;2024-04-23T06:06:40+00:00;2024-06-11T08:06:52+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
hdsDevOps/reseller_admin_frontend;https://github.com/hdsDevOps/reseller_admin_frontend;1;0;545;8;0;2024-07-05T10:28:02+00:00;2025-04-09T10:16:16+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
justin-slijkhuis/portfolio;https://github.com/justin-slijkhuis/portfolio;0;0;26;1;0;2024-11-30T09:04:37+00:00;2025-01-20T20:05:34+00:00;Other;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
geanse/single-spa-demo;https://github.com/geanse/single-spa-demo;0;0;19;1;0;2024-12-17T02:00:01+00:00;2025-01-21T02:40:35+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
