repo_name;url;stars;forks;commits;contributors;open_issues;creation_date;last_push_date;license;language;has_license_file;Validacao_Tecnica;Evidencias;Tipo_Evidencia
faridsh69/microfrontend-boilerplate;https://github.com/faridsh69/microfrontend-boilerplate;2;0;32;2;0;2024-01-17T10:43:05+00:00;2025-05-20T12:36:11+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
haarperr/ANZUSFiveM;https://github.com/haarperr/ANZUSFiveM;10;8;14;1;0;2023-07-28T15:47:12+00:00;2023-07-15T05:50:30+00:00;;;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
AlyaariHazem/Multi-Repo-Angular19;https://github.com/AlyaariHazem/Multi-Repo-Angular19;2;0;15;1;0;2025-09-28T18:11:22+00:00;2025-11-01T00:11:20+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
careteenL/micro-fe;https://github.com/careteenL/micro-fe;36;9;22;1;0;2021-08-01T08:51:52+00:00;2024-05-20T06:50:02+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
mariellecarnecer99/charts-widget-mfe;https://github.com/mariellecarnecer99/charts-widget-mfe;0;0;194;1;0;2023-07-11T12:16:13+00:00;2023-09-04T07:28:04+00:00;;Vue;False;REJEITAR (Sem Evidência);;Nenhuma
Aleksandr232/RitualCompassFrontendProd;https://github.com/Aleksandr232/RitualCompassFrontendProd;0;0;154;4;0;2024-05-27T08:46:58+00:00;2025-06-29T13:22:17+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
drone/ui-template;https://github.com/drone/ui-template;4;2;33;1;0;2021-09-15T20:19:13+00:00;2021-11-16T08:16:40+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
TekupDK/tekup;https://github.com/TekupDK/tekup;0;0;340;5;8;2025-10-23T14:06:51+00:00;2025-11-27T01:41:45+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
lorainwings/demos;https://github.com/lorainwings/demos;0;1;100;1;1;2022-09-12T07:44:54+00:00;2025-10-18T16:05:13+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
eric-suzuki-dev/alura-online-school-dev-course-list;https://github.com/eric-suzuki-dev/alura-online-school-dev-course-list;1;0;758;1;0;2024-05-01T17:47:40+00:00;2025-02-26T00:49:13+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
iconag-bbasmer/vite-module-federation-test;https://github.com/iconag-bbasmer/vite-module-federation-test;1;1;15;1;2;2023-04-13T15:08:15+00:00;2023-05-03T09:04:24+00:00;MIT License;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
team-soa/mf-login;https://github.com/team-soa/mf-login;0;0;16;3;0;2021-11-06T20:04:55+00:00;2021-11-27T04:29:50+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
lucamezzalira/webpack-MF2-discovery-service;https://github.com/lucamezzalira/webpack-MF2-discovery-service;11;4;22;2;0;2025-01-20T23:33:31+00:00;2025-11-18T17:26:48+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
didi/KnowStreaming;https://github.com/didi/KnowStreaming;7169;1298;1379;99;153;2020-03-19T05:13:51+00:00;2025-07-29T10:45:36+00:00;GNU Affero General Public License v3.0;Java;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
intuiface/OpenAI-interface-assets;https://github.com/intuiface/OpenAI-interface-assets;0;0;43;3;2;2023-12-11T09:55:10+00:00;2025-10-10T21:59:43+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
foolishimp/c4h_editor;https://github.com/foolishimp/c4h_editor;0;0;115;1;0;2025-03-09T17:38:02+00:00;2025-11-17T03:04:12+00:00;;Python;False;REJEITAR (Sem Evidência);;Nenhuma
vincenttuan/CDRI-202410;https://github.com/vincenttuan/CDRI-202410;1;0;914;3;0;2024-10-24T01:19:53+00:00;2024-12-27T08:04:12+00:00;;Java;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
kdilot/log;https://github.com/kdilot/log;0;0;64;1;0;2021-05-15T02:45:34+00:00;2023-03-28T23:01:27+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
coffeestained/pwa-personal-react;https://github.com/coffeestained/pwa-personal-react;0;0;20;1;0;2023-11-13T01:41:55+00:00;2025-03-28T00:04:21+00:00;The Unlicense;CSS;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
lguilhermecardoso/mfe-react-vite-example;https://github.com/lguilhermecardoso/mfe-react-vite-example;0;0;14;1;0;2025-07-15T03:34:19+00:00;2025-07-17T23:37:09+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Nikhil12894/MyEditorApp-micro_frontend;https://github.com/Nikhil12894/MyEditorApp-micro_frontend;0;0;52;1;0;2024-07-18T04:19:50+00:00;2025-01-12T17:44:57+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
sdedieu/snow-shop-snowboard;https://github.com/sdedieu/snow-shop-snowboard;2;0;14;2;0;2021-08-22T06:48:29+00:00;2022-06-20T17:15:03+00:00;MIT License;HTML;True;REJEITAR (Sem Evidência);;Nenhuma
yogeshdatir/microfrontends-learn;https://github.com/yogeshdatir/microfrontends-learn;0;0;43;1;0;2025-07-04T11:13:19+00:00;2025-10-12T16:07:43+00:00;GNU General Public License v3.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
bethezank/Test-Federation-React;https://github.com/bethezank/Test-Federation-React;0;0;10;1;0;2024-06-30T08:59:05+00:00;2024-09-13T00:24:09+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
rakib-siddiki/Abexita;https://github.com/rakib-siddiki/Abexita;0;0;26;1;0;2024-11-26T02:36:02+00:00;2024-11-29T01:07:23+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
PlaceMe-SAS/single-spa-angular-cli;https://github.com/PlaceMe-SAS/single-spa-angular-cli;25;18;48;9;2;2018-01-19T16:42:27+00:00;2022-06-02T19:46:14+00:00;Apache License 2.0;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
akhudiakov97/fwdays-aws-mfe-deployment;https://github.com/akhudiakov97/fwdays-aws-mfe-deployment;0;1;23;3;0;2024-06-02T07:29:49+00:00;2025-01-09T19:25:16+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
CesarChaMal/demo-microfrontends;https://github.com/CesarChaMal/demo-microfrontends;0;1;312;2;0;2025-09-03T09:18:06+00:00;2025-11-13T21:45:02+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
elvisbrevi/ServiceMeshShowcase;https://github.com/elvisbrevi/ServiceMeshShowcase;1;0;34;2;0;2023-12-21T22:05:18+00:00;2024-03-28T10:57:38+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
talkohavy/vite-micro-frontends-react;https://github.com/talkohavy/vite-micro-frontends-react;0;0;207;1;0;2024-03-15T11:42:09+00:00;2025-11-24T09:04:27+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
nikolai-tatianenko/microfrontends-examples;https://github.com/nikolai-tatianenko/microfrontends-examples;0;0;108;2;0;2023-06-06T23:27:16+00:00;2023-06-26T06:34:34+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
mhpro15/comp308-project-group2;https://github.com/mhpro15/comp308-project-group2;0;0;64;5;0;2025-03-16T22:28:12+00:00;2025-04-18T17:52:48+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
lencys/poc-single-spa;https://github.com/lencys/poc-single-spa;1;0;22;2;0;2024-02-16T11:07:14+00:00;2024-02-29T09:06:26+00:00;;CSS;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Hydrock/transpilers-modules-bundlers;https://github.com/Hydrock/transpilers-modules-bundlers;0;0;30;1;0;2025-06-03T04:19:50+00:00;2025-07-18T07:17:24+00:00;MIT License;JavaScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Jahia/copy-to-other-languages;https://github.com/Jahia/copy-to-other-languages;0;1;168;13;3;2021-12-09T17:01:32+00:00;2025-11-26T16:35:22+00:00;MIT License;JavaScript;True;REJEITAR (Sem Evidência);;Nenhuma
kprasad99/micro-frontend-example;https://github.com/kprasad99/micro-frontend-example;0;0;14;1;0;2023-11-26T08:07:44+00:00;2024-06-25T15:08:49+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
houyaowei/single-spa-micro-frontend;https://github.com/houyaowei/single-spa-micro-frontend;7;0;12;1;79;2019-08-23T08:19:23+00:00;2023-01-13T22:13:33+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
illianechesa/microfrontend-todo;https://github.com/illianechesa/microfrontend-todo;0;0;68;2;0;2020-12-27T16:47:35+00:00;2021-08-13T09:02:30+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
OganKuba/TapToEarnApplication;https://github.com/OganKuba/TapToEarnApplication;0;1;23;1;0;2025-02-21T12:08:11+00:00;2025-02-21T12:15:23+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
KimMyeongSu/Dev-Playground;https://github.com/KimMyeongSu/Dev-Playground;0;0;22;2;0;2025-01-23T02:32:10+00:00;2025-11-24T23:46:45+00:00;;Vue;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
missxiaolin/vite-plugin-federation;https://github.com/missxiaolin/vite-plugin-federation;1;2;22;1;0;2024-10-08T06:02:13+00:00;2025-01-14T08:49:45+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Lucasbritx/module_federation_app;https://github.com/Lucasbritx/module_federation_app;0;0;48;1;0;2025-05-20T11:39:12+00:00;2025-06-18T12:09:41+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
CharlesS42/MyPortfolioProject;https://github.com/CharlesS42/MyPortfolioProject;0;0;38;1;0;2025-02-02T20:41:32+00:00;2025-05-16T02:32:57+00:00;;Java;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
rawalabhinav/Micro-Frontend;https://github.com/rawalabhinav/Micro-Frontend;0;0;21;1;1;2023-07-23T12:41:38+00:00;2023-08-10T20:33:10+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
SR-Akash/mini-erp-front;https://github.com/SR-Akash/mini-erp-front;0;0;15;1;0;2024-09-08T17:27:25+00:00;2024-10-15T10:22:18+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
alan-thomas-john/MicroFrontEnd_EMS;https://github.com/alan-thomas-john/MicroFrontEnd_EMS;0;0;23;6;0;2024-06-04T10:28:19+00:00;2024-06-15T15:49:26+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
delitamakanda/microfrontend;https://github.com/delitamakanda/microfrontend;0;1;137;1;0;2023-04-13T09:24:23+00:00;2025-11-06T15:26:56+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
honggzb/Study-General;https://github.com/honggzb/Study-General;7;2;5579;3;266;2017-01-13T16:43:25+00:00;2025-12-04T01:25:31+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
orieken/lolas-learning;https://github.com/orieken/lolas-learning;0;0;11;1;0;2025-09-11T00:13:05+00:00;2025-09-15T01:16:12+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
manish5914/MStore;https://github.com/manish5914/MStore;0;0;40;2;0;2025-05-01T12:59:25+00:00;2025-08-13T23:52:23+00:00;;C#;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
jetlinks-v2/jetlinks-project-ui-template;https://github.com/jetlinks-v2/jetlinks-project-ui-template;2;2;600;11;0;2023-06-01T06:00:19+00:00;2025-12-03T08:55:45+00:00;;Vue;False;REJEITAR (Sem Evidência);;Nenhuma
giosil/micro-wux;https://github.com/giosil/micro-wux;1;0;220;1;0;2022-11-04T13:46:28+00:00;2025-11-21T11:51:43+00:00;Apache License 2.0;TypeScript;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
USMP2024/Taller-de-proyectos;https://github.com/USMP2024/Taller-de-proyectos;0;4;595;20;114;2024-03-06T19:42:43+00:00;2024-06-19T03:20:30+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
hyewon6588/PatientMonitoringSystem;https://github.com/hyewon6588/PatientMonitoringSystem;0;0;88;5;0;2025-04-02T02:53:51+00:00;2025-04-15T21:13:47+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
JenHsuan/recent-works-dropdown;https://github.com/JenHsuan/recent-works-dropdown;0;0;14;2;0;2021-10-17T12:46:49+00:00;2022-10-30T02:22:06+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
david-slatinek/hf42;https://github.com/david-slatinek/hf42;0;0;141;1;0;2023-03-02T10:13:21+00:00;2023-11-20T08:33:18+00:00;GNU General Public License v3.0;Go;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
ORLAN07/micro-frontends;https://github.com/ORLAN07/micro-frontends;0;0;11;1;0;2025-05-11T20:31:02+00:00;2025-10-03T04:33:56+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
zjoney/Micro-front-end-from-the-actual-to-the-source;https://github.com/zjoney/Micro-front-end-from-the-actual-to-the-source;2;3;26;2;0;2023-03-20T03:59:38+00:00;2023-10-26T14:16:20+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
Ashish-j-shetty/microfrontend-101;https://github.com/Ashish-j-shetty/microfrontend-101;0;0;14;1;0;2022-09-28T05:28:50+00:00;2022-09-28T05:39:25+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
octo-webf/Micro-frontends;https://github.com/octo-webf/Micro-frontends;2;0;214;3;37;2020-04-22T09:40:50+00:00;2023-01-06T04:09:24+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
quangnv13/micro-frontend-multi-framework-boilerplate;https://github.com/quangnv13/micro-frontend-multi-framework-boilerplate;42;25;19;2;0;2023-01-04T14:43:17+00:00;2023-11-20T07:28:31+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
ljx213101212/frontend-tech-stacks;https://github.com/ljx213101212/frontend-tech-stacks;0;0;26;1;0;2024-11-26T08:54:40+00:00;2025-02-19T02:16:14+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
xiao-hu00/frontend-in-work;https://github.com/xiao-hu00/frontend-in-work;0;0;18;1;0;2024-07-27T05:47:18+00:00;2024-10-31T01:52:42+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
SwissTierrasColombia/st-geovisor;https://github.com/SwissTierrasColombia/st-geovisor;0;0;13;1;0;2021-10-21T13:06:56+00:00;2021-10-26T07:45:57+00:00;;JavaScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
dkalnauz/web-components;https://github.com/dkalnauz/web-components;0;0;39;3;17;2020-05-04T22:11:35+00:00;2022-12-12T17:21:26+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
AleksejDix/modern-monorepo;https://github.com/AleksejDix/modern-monorepo;0;0;15;2;0;2025-03-10T21:07:00+00:00;2025-05-17T13:52:30+00:00;;HTML;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
iCantWriteCode/module-federetion-multirepo-microfrontends;https://github.com/iCantWriteCode/module-federetion-multirepo-microfrontends;0;0;19;2;0;2021-11-20T17:40:47+00:00;2021-11-25T16:33:45+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
qianqian-orange/yanglan;https://github.com/qianqian-orange/yanglan;4;1;128;3;0;2024-11-29T14:43:31+00:00;2025-09-14T05:14:45+00:00;;TypeScript;False;REJEITAR (Sem Evidência);;Nenhuma
Streamings-Team2/mfe-st-utils;https://github.com/Streamings-Team2/mfe-st-utils;0;0;23;8;0;2024-11-07T15:33:33+00:00;2025-02-03T22:36:49+00:00;MIT License;TypeScript;True;REJEITAR (Sem Evidência);;Nenhuma
alvin0216/note;https://github.com/alvin0216/note;12;2;719;9;0;2019-12-30T03:40:33+00:00;2025-11-23T11:45:15+00:00;;JavaScript;False;REJEITAR (Sem Evidência);;Nenhuma
jt05610/scaf;https://github.com/jt05610/scaf;0;0;43;1;0;2023-05-30T16:41:38+00:00;2023-06-25T02:13:00+00:00;MIT License;Go;True;ERRO (Sem package.json);;Raiz vazia/Outra ling.
jsmithdenverdev/mfe-examples;https://github.com/jsmithdenverdev/mfe-examples;0;0;17;1;0;2023-08-31T23:53:38+00:00;2023-09-05T22:07:15+00:00;;TypeScript;False;ERRO (Sem package.json);;Raiz vazia/Outra ling.
